name,city,country,iata,icao
Blevins Airport,Ayersville,US,,7OI1
Bea-D Airport,Graytown,US,,7OI5
Massengill Airport,Nashport,US,,7OI9
Gregg Airport,Edmond,US,,7OK1
Scott Airport,Mangum,US,,7OK2
Waters Home Airport,Hydro,US,,7OK4
Jim Pettijohn Memorial Airport,Marlow,US,,7OK8
Minam Lodge Airport,Cove,US,,7OR0
Arnold Airstrip,Crane,US,,7OR1
Pineridge Ranch Airport,Sisters,US,,7OR4
Green Acres Air Park,Hood River,US,,7OR6
Inshallah International Airport,Seneca,US,,7OR8
Parson Landing Airport,Oregon City,US,,7OR9
Warren Airpark,Warren,US,,7PA1
Charles G Kalko Airport,Honesdale,US,,7PA3
Null Farms Airport,Punxsutawney,US,,7PA4
Carrar Farm Airport,Montrose,US,,7PA6
Tidmore Airport,Minersville,US,,7PN0
Blue Knob Valley Airport,Newry,US,,7PN4
Quarterway Airport,Plainview,US,,7TA3
Weber Ranch Airport,Caldwell,US,,7TA5
Skyview Ranch Airport,Junction,US,,7TA6
Flying M Ranch Airport,Reklaw,US,,7TA7
Kelley Crop Service Airport,Fannett,US,,7TE0
Double D Farms Airport,Warrenton,US,,7TE1
Cage Ranch Airport,Falfurrias,US,,7TE2
Lometa Air Strip,Lometa,US,,7TE3
Flying J Ranch Airport,Leakey,US,,7TE4
Stovall Ranch Nr 1 Airport,El Campo,US,,7TE6
Moore Field,Mission,US,,7TE7
El Quinto Ranch Airport,Cotulla,US,,7TE8
Boening Brothers Airport,Floresville,US,,7TE9
Blue Bird Field,Pleasantview,US,,7TN0
Krashinsky Airfield,Pelham,US,,7TN1
Stones River Airport,Murfreesboro,US,,7TN3
Pegasus Field,Oakland,US,,7TN4
Flying D Airport,Hickory Valley,US,,7TN5
Alison Air Park,San Marcos,US,,7TS2
Sunny V Ranch Airport,Sisterdale,US,,7TS3
Sanctuary Ranch Airport,Crossroads,US,,7TS4
Hefner Farms Airport,Bovina,US,,7TS9
Danaher Airport,Wichita Falls,US,,7TX0
Hillcrest Airport,Keller,US,,7TX4
Ryan Aerodrome,Midland,US,,7TX7
Flying K Airport,Amarillo,US,,7TX8
Ashford Field,Old Boston,US,,7TX9
Hannah Field,Monterey,US,,7VA9
Lost Griz Aerodrome,Warrenton,US,,7VG0
Big Andy Airport,Port Angeles,US,,7WA0
Westwind Airport,Everson,US,,7WA3
Humbert Airport,Ford,US,,7WA4
Stuart Island Airpark,Stuart Island,US,SSW,7WA5
Turkey Bluff Airport,Ferryville,US,,7WI0
Higgins Airport,Rio,US,,7WI2
Lewis Airport,Black River Falls,US,,7WI4
Syvrud Airport,Brooklyn,US,,7WI5
Weatherbee Field,Wyocena,US,,7WI6
Springhill Field,Richland Center,US,,7WI7
Crispy Cedars Airport,Brussels,US,,7WI8
Sagebrush Airport,Justin,US,,7XA2
Buckshot Ranch Airport,Troy,US,,7XA4
Polly Ranch Airport,Friendswood,US,,7XS0
Arrington Ranch Airport,Skellytown,US,,7XS5
Indian Springs Ranch Airport,Fredericksburg,US,,7XS7
Bacchi Valley Industries Airport,Lotus,US,,80CA
Simonson Field,Pueblo,US,,80CO
Brady Ranch Airport,Indiantown,US,,80FD
Murphy's Landing Airport,Grantville,US,,80GA
Loeppert Cpl Aero Airport,Shirland,US,,80IL
Diamond H Airport,Parsons,US,,80KS
David Lowe Airport,Sacramento,US,,80KY
Red Hawk Airport,Effie,US,,80LA
Bayley's Field,Scarborough,US,,80ME
Seiferd Field,Carthage,US,,80MO
Troy Field,Crosby,US,,80ND
Foster Farm Airport,Sagaponack,US,,80NY
Griffin/Sloas Airport,Warren,US,,80OH
Bison Hill Airport,Norman,US,,80OK
Wilderness Airport,Bly,US,,80OR
Hanny Beaver Airpark Inc Airport,Hookstown,US,,80PN
Comstock Field,Aberdeen,US,,80SD
Big T Airport,Lenoir City,US,,80TN
M Y Ranch Airport,Crockett,US,,80TS
Holly Springs Airport,Richmond,US,,80VA
Spring Creek Airport,Spring Lake,US,,80WI
Knight Trow Ranch Airport,Canton,US,,80XA
Mc Kinley Country Airport,Trapper Creek,US,,81AK
Wfk Airport,Jonesboro,US,,81AR
Skydive San Joaquin Valley Airport,Bakersfield,US,,81CA
Mesa 1 Airport,Steamboat Springs,US,,81CO
The Flying Horseman Ranch Airport,Gainesville,US,,81FL
Lucky Lairds Landing Airport,Villa Rica,US,,81GA
Illinois Valley Parachute Club Airport,Minier,US,,81IL
Blackhawk Airport,Meriden,US,,81KS
Otterbach Farm Airport,Mendota,US,,81LL
French Field,Ellsworth,US,,81ME
Ewen Landing Field,Jeffers,US,,81MN
Cox Field,Tabor City,US,,81NC
Millers Airstrip,Deering,US,,81ND
Oldstown Flying Tails Airport,Cortland,US,,81OH
Twin Lakes Ranch Airport,Granite,US,,81OK
Wagontire Airport,Burns,US,,81OR
Pilots Landing Airport,Early,US,,81TE
Rancho Deluxe Airport,Edna Hill,US,,81TS
Ferguson Airport,Rocky Mount,US,,81VA
Fort Bragg Airport,Fort Bragg,US,FOB,82CL
Paces South Farms Airport,Wadley,US,,82GA
Landings Condominium Airport,Huntley,US,,82IS
Greg Post Farms Airport,Mapleton,US,,82KS
Woodledge Farm Airport,Crestwood,US,,82KY
Lookout Point Airport,Transylvania,US,,82LS
Pineview Air Airport,Sanford,US,,82NC
Drc Airport,Mullen,US,,82NE
Skeen Ranch Airport,Picacho,US,,82NM
Big Sandy Landing Airport,Canton,US,,82NR
Silvernails Field,Gallatin,US,,82NY
Rememberance Airport,Lubbock,US,,82TE
Elmdale Airpark,Abilene,US,,82TS
Root Field,Verona,US,,82VA
Triple S Ranch Airport,Whitelaw,US,,82WI
Magee Creek Aerodrome,Rice,US,,82WN
Circle P Ranch Airport,Floresville,US,,82XS
Tolovana Hot Springs Airport,Fairbanks,US,,83AK
Lake Montaza Airport,Okeechobee,US,,83FD
Nassau Airport,Yulee,US,,83FL
Brock Airpark,Bainbridge,US,,83GA
Oltman-Shuck Airport,Minonk,US,,83IL
Goodenough Airport,Peru,US,,83IN
Prairie Airport,Irvington,US,,83IS
Stol Creek Airport,Whitewater,US,,83KS
Lindauer Airport,New Athens,US,,83LL
Adams Strip,Pleasant Hill,US,,83OH
Sweetbriar Airport,Murry Spur,US,,83OK
Moore Ranch Airport,Gordon,US,,83TS
Texas A & M Flight Test Station Airport,Bryan,US,,83TX
Jones Airport,Dorchester,US,,83WI
Tr Zato Airport,Spur,US,,83XA
Blessings Landing Air Ranch Airport,Pinckard,US,,84AL
Bud Pierce Memorial Airport,Stockton,US,,84IL
St Mary's Airpark,St. Mary'S,US,,84KS
Clarks Field,Hillsboro,US,,84KY
Cowboys Air Ranch Airport,Forest Township,US,,84ME
Rooster Field,Cameron,US,,84NC
Kyllo Airport,Mc Canna,US,,84ND
Hooker County Airport,Mullen,US,MHN,84NE
Skyview Airport,Rush,US,,84NY
Pettijohn Acres Landing Airport,Marlow,US,,84OK
B Bar Ranch Airport,Selma,US,,84OR
Draco Airport,Stewartstown,US,,84PN
Flying Fajita Airport,Moody,US,,84TA
W4 Ranch Airport,Morgan,US,,84TE
Camp Longhorn Airport,Buchanan Dam,US,,84TX
D And B Airpark,Elma,US,,84WA
Moore Ranch Airport,Douglas,US,,84WY
Lang Ranch Airport,Mountain Home,US,,84XS
North Exuma Airport,Deland,US,,85FA
Thomas Farms Airport,Jay,US,,85FL
Aiken Field,Talmo,US,,85GA
Durbin Airport,Sullivan,US,,85IL
Sanders Airport,Winchester,US,,85KS
Deer Run Airpark,New Castle,US,,85KY
Dewind Field,Zeeland,US,,85MI
Christison Airport,Plainview,US,,85MN
Meyers Freedom Flight Hardy Airport,Hardy,US,,85NE
Campbell Field,Randolph,US,,85NK
High Acres Airport,Sardinia,US,,85NY
Lockhart Field,Cashion,US,,85OK
Allens Airstrip,Bly,US,,85OR
Mena Airport,Lillian,US,,85TA
Old Kingsbury Aerodrome,Kingsbury,US,,85TE
Tellico Plains Municipal Airport,Tellico Plains,US,,85TN
Rutherford Ranch Airport,Buda,US,,85TX
Cub Bear Airport,Emerald,US,,85WI
Windmillcreek Airport,Krum,US,,85XA
Seven J Stock Farm Airport,Crockett,US,,85XS
Ernst Field,Hemet,US,,86CL
Lazy W Airport,Berthoud,US,,86CO
Country Landings Airport,Bell,US,,86FD
Flying G Ranch Airport,Tunnel Hill,US,,86GA
Michael Pfister Airport,Roanoke,US,,86IS
Coberly Airport,Gove,US,,86KS
Spring Airport,Kentwood,US,,86LA
Downwind Acres Airport,Willis,US,,86MI
Moose City Airport,Polebridge,US,,86MT
Craft Airport,Hertford,US,,86NC
Orum Aerodrome,Blair,US,,86NE
Reed Field,Bethel,US,,86OH
Seesholtz Airport,Bloomsburg,US,,86PN
Matthews Ranch Airport,Santo,US,,86TE
Dumplin Field,Dandridge,US,,86TN
Flying J Airport,Bulverde,US,,86TX
Kapowsin Field,Kapowsin,US,,86WA
Terhark Airport,Elkhorn,US,,86WI
Gesin Ranches Airport,Sweetwater,US,,86XS
Soloy Strip,Wasilla,US,,87AK
The Flying Z Airport,Pueblo,US,,87CD
Young's Strip,Bennett,US,,87CO
Alma Airport,Alva,US,,87FL
Bushby Airport,Minooka,US,,87IL
Erickson Airport,Roosevelt,US,,87MN
Richters Airport,East Lynne,US,,87MO
Brocks Airport,Roseboro,US,,87NC
Knox Landing Airport,York,US,,87NE
Lake Air Ranch Airport,Norwalk,US,,87OI
Moondance Ranch Airport,Beatty,US,,87OR
Waltman Airport,Chicora,US,,87PA
Mospino Airport,Needville,US,,87TE
Fainting Goat Airport,Blum,US,,87TX
Cottonwood Farm Airport,Crozet,US,,87VA
Quale Airport,Cottage Grove,US,,87WI
Valhalla Airport,Mosinee,US,,87WS
Cinco B Ranch Airport,Medina,US,,87XS
Dutch Landing Strip,Sterling,US,,88AK
Grapevine Airstrip,Roosevelt,US,,88AZ
Tranquila Airport,Yoder,US,,88CO
Gaitros Stol Airport,Cerro Gordo,US,,88IL
Seib Airport,Poseyville,US,,88IN
Blickhan Lndg Area Airport,Quincy,US,,88IS
Block Airport,Pearl City,US,,88LL
Beaven Field,Easton,US,,88MD
Strayhorn Hay Field,Senatobia,US,,88MS
Corriher Field,Salisbury,US,,88NC
Goodman Strip,Milton,US,,88ND
Black Rock City Airport,Gerlach,US,,88NV
Zelazny Airport,Shelby,US,,88NY
Tallman Airport,Lebanon,US,,88OR
Mc Coy Airport,Clinton,US,,88PA
Indian Springs Airport,Landisville,US,,88PS
Figure 2 Ranch Airport,Van Horn,US,,88TA
Scott Airfield,Wingate,US,,88TE
Piney Creek Airport,Altamont,US,,88TN
Shady Lane Ranch Airport,Pilot Point,US,,88TT
Belmont Farm Airport,Culpeper,US,,88VA
Hawk's Nest Airport,Isle Lamotte,US,,88VT
Nicolet Airport,Green Bay,US,,88WI
Ottos Airfield,Verona,US,,88WS
Tejas Stone Ranch Airport,Anna,US,,88XA
Ranch At Double Gates Airport,Coleman,US,,88XS
Lincoln Village Airpark,Wasilla,US,,89AK
Halter Ranch Airport,Paso Robles,US,,89CA
Dean Schwenk Airport,Pesotum,US,,89IL
Milhon Airport,Martinsville,US,,89IN
Fox Field,Vassalboro,US,,89ME
Bishop's Landing Airport,Westline,US,,89MO
Strickland Field,Fair Bluff,US,,89NC
Poleschook Airport,Minot,US,,89ND
Strawberry Fields Airport,Mays Landing,US,,89NJ
Maxson Airfield,Alexandria Bay,US,AXB,89NY
Circle C Airport,Berlin Center,US,,89OI
Neversweat Too Airport,Sallisaw,US,,89OK
Mucky Flat Airport,Eagle Point,US,,89OR
Carter Ranch Airport,Oakwood,US,,89TS
Hidden River Airport,Edinburg,US,,89VA
Tuschen Airport,Jonesdale,US,,89WI
Hidden Ridge Ranch Airport,Clifton,US,,89XA
Jacobus Field,Gulkana,US,,8AK1
Cartys Airstrip,Kenai,US,,8AK2
Roland Norton Memorial Airstrip,Selawik,US,,8AK3
Fort Crosby Airport,Trapper Creek,US,,8AK5
Little Susitna Airport,Susitna Station,US,,8AK6
North Cubs Strip,Wasilla,US,,8AK8
Tok 2 Airport,Tok,US,,8AK9
Charles C Killough Field,Talladega,US,,8AL2
Fricks Field,Boaz,US,,8AL3
Hazel Green Acres Airport,Hazel Green,US,,8AL7
Isaacson Airport,Medical Lake,US,,8AN6
Totty Field,Oakland,US,,8AR1
Lizzy Lizard Airport,Portal,US,,8AZ5
Osborne Airport,Victorville,US,,8CA0
Wallom Field,Lodi,US,,8CA8
Lake Wohlford Resort Airport,Escondido,US,,8CL1
Lucchetti Ranch Airport,Elk Grove,US,,8CL2
Moller Airport,Maxwell,US,,8CL6
Kent Airport,Wiggins,US,,8CO0
William Leon Schawo Airport,Briggsdale,US,,8CO2
Widner Airport,Hotchkiss,US,,8CO5
Colorado Antique Field,Niwot,US,,8CO7
Koenig Airport,Yuma,US,,8CO8
Pine View Airport,Elizabeth,US,,8CO9
Clark Field,Raiford,US,,8FA1
Coe Field,Samsula,US,,8FA4
Blackwater Airfield,Munson,US,,8FD3
Lykes Brighton Airport,Okeechobee,US,,8FD5
Hutson Airfield,Hastings,US,,8FL0
Mc Donald's Field,Arcadia,US,,8FL1
Kiever Airport,Belleview,US,,8FL2
Back Achers Airport,Belleview,US,,8FL3
George T Mc Cutchan Airport,Harold,US,,8FL6
Griswold Airport,Jay,US,,8FL9
Gum Creek Airport,Roopville,US,,8GA1
Leesburg Spraying Airport,Leesburg,US,,8GA3
Sikes Farm Airport,Collins,US,,8GA5
S & S Landing Strip,Griffin,US,,8GA6
Falcons Aerie Airport,Carrollton,US,,8GA8
Brook Bridge Aerodrome,Vaughn,US,,8GA9
Pfeifer Field,Riverside,US,,8IA8
Lewis And Clark Airstrip,Salmon,US,,8ID8
Norris Field,Liberty,US,,8II2
Holt Field,Hoagland,US,,8II5
Adkins Airport,Harvard,US,,8IL0
Kirkpatrick Airport,Harvard,US,,8IL2
O'Connor Field,Pecatonica,US,,8IL5
Robinson Field,Greenwood,US,,8IN2
Brush Creek Airport,Butlerville,US,,8IN7
Marcidale Airport,Amo,US,,8IN9
Kilsoquah Farm Airport,Roanoke,US,,8IS2
Raymond Classen Memorial Airport,Danforth,US,,8IS5
Morgan Farms Airport,Ulysses,US,,8KS0
Neu Field,Basehor,US,,8KS1
Davis Airfield,Hiawatha,US,,8KS3
Rans Airport,Hays,US,,8KS4
Blue Sky Airport,Parsons,US,,8KS5
Pine Sod Ranch Airport,Stilwell,US,,8KS7
Prairie Cottage Airport,Chapman,US,,8KS8
Cherry Hill Airport,Pleasureville,US,,8KT8
Cummings Farms Airfield,Franklin,US,,8KY3
Caintuckee Airport,Independence,US,,8KY6
Crow Island Airport,Stow,US,,8MA4
Suzie Field,Woodbine,US,,8MD0
Spiering Airport,Greensboro,US,,8MD4
Flying H Farm Airport,Libertytown,US,,8MD5
Burgess Field,Nanjemoy,US,,8MD6
Deerfield Airport,Leonardtown,US,,8MD7
Mattawan Airpark,Mattawan,US,,8MI3
Bass Lake Airport,Steuben,US,,8MI7
Winters Field,Chelsea,US,,8MI9
Aslesen Airport,Halstad,US,,8MN2
Breezy Point Airport,Breezy Point,US,,8MN3
Lightfoot Farms Airport,Vesta,US,,8MN4
Minske Field,Princeton,US,,8MN6
Curtis Field,Richmond,US,,8MO3
Bean Lake Airport,Rushville,US,,8MO7
Henderson Airport,Greenwood,US,,8MS1
Godspeed Airpark,Fulton,US,,8MS2
Elk Meadows Ranch Airport,Townsend,US,,8MT4
Minglewood Airport,Alexandria,US,,8MY9
Tappen Airstrip,Tappen,US,,8NA0
Liechty Farm Airport,Montpelier,US,,8NA5
Hashbarger Farm Airstrip,Hope,US,,8NA9
Dean Field,Cameron,US,,8NC1
Twin Airpark,Caroleen,US,,8NC2
Dead Dog Airport,Pittsboro,US,,8NC4
Brooks Field,Siler City,US,,8NC6
Parker Field,Maysville,US,,8NC7
Lake Ridge Aero Park Airport,Durham,US,,8NC8
W N C  Air Museum Airport,Hendersonville,US,,8NC9
Amble - Tiger North Farms Airport,Sarles,US,,8ND0
Heyde Airport,Manvel,US,,8ND4
Ausk Strip,Chaffee,US,,8ND5
J Vining Airport,Chaffee,US,,8ND6
Sprague Airport,Courtenay,US,,8ND7
Smith Field,Champion,US,,8NE3
Bornemeier Airstrip,Elmwood,US,,8NE4
X1 Ranch Airport,Ericson,US,,8NE5
Franklin's Plainview Airport,Franklin,US,,8NE6
C A M P Airport,Fullerton,US,,8NE9
Bethany Airpark,Bethany Center,US,,8NK4
Suntime Airport,West Burlington,US,,8NK6
North Fork Airport,Afton,US,,8NY3
Mariaville Aerodrome,Duanesburg,US,,8NY5
Oneida Lake Strip,Oneida,US,,8NY7
Hawks Field,Utica,US,,8NY8
Camp Crook Municipal Airport,Camp Crook,US,,8OA5
Zimmerman Landing Airport,Vickery,US,,8OA6
Bald Eagle Field,Stockport,US,,8OA7
York Aerodrome,Columbiana,US,,8OH4
Urban Airport,Cortland,US,,8OH5
Allen Airport,Cortland,US,,8OI3
Clum Airport,Thornville,US,,8OI5
Morkassel Field,Idaho,US,,8OI9
Lamle Airport,Okeene,US,,8OK0
Warbonnet Airport,Blanchard,US,,8OK1
Baker Airstrip,El Reno,US,,8OK2
Black I Ranch Airport,Carrier,US,,8OK4
Grass Strip,Chandler,US,,8OK6
Nelson High Point Airport,Amber,US,,8OK7
Petes Airpark,Wetumka,US,,8OL1
Kingston Airpark,Stayton,US,,8OR2
Riverview Ranch Airport,Days Creek,US,,8OR3
Pilot Butte Airport,Bend,US,,8OR5
Grabhorn's Airport,Scappoose,US,,8OR6
Gates Airport,Corvallis,US,,8OR7
Numidia Airport,Numidia,US,,8PA0
Dee Jay Airport,Ono,US,,8PA1
Deer Meadows Airstrip,Weatherly,US,,8PA3
G A E Airport,Mifflinburg,US,,8PA4
Sunny Rest Airport,Palmerton,US,,8PA8
Hallett's Airport,Bangor,US,,8PN2
Mc Cauley's Airport,Venus,US,,8PN3
John B Connally Ranch Airport,Floresville,US,,8TA0
Whatley Flying Service Airport,Seadrift,US,,8TA1
Flying X River Ranch Airport,Spicewood,US,,8TA3
Short Stop Airport,Farmersville,US,,8TA5
Bufords Field,Huntington,US,,8TA8
Star Dusters Airport,Washington,US,,8TA9
Tee Pee Creek Airport,Matador,US,,8TE0
Richie Rich Airport,Wills Point,US,,8TE1
J-Bar Ranch Airport,Crane,US,,8TE2
H & F Properties Airport,Crystal City,US,,8TE4
Tradewind Ag Airport,El Campo,US,,8TE8
Parker Airport,Eads,US,,8TN1
Pleasant Grove Airpark,Shelbyville,US,,8TN2
Raby Airpark,Farragut,US,,8TN3
Flaglor Airport,Mosheim,US,,8TN4
Nobuzzn Airport,Springfield,US,,8TN5
Rachel's Landing Airport,Murfreesboro,US,,8TN6
Short Creek Airport,Dover,US,,8TN7
Bull Run Airport,Covington,US,,8TN9
Hamilton Ranch Airport,Bruni,US,,8TS0
Retta Airport,Burleson,US,,8TS1
Henrietta Airport,Henrietta,US,,8TS2
Bruner Airport,Latexo,US,,8TS3
Stol Field,Joshua,US,,8TS5
Wyatt 3-Rivers Airport,Glen Rose,US,,8TS7
Rnk Ranch Airport,Del Rio,US,,8TS8
Hub Field,Jewett,US,,8TX0
Freeman Ranch Airport,Rocksprings,US,,8TX2
Harkey Ranch Airport,Mason,US,,8TX6
Weeks Airport,Premont,US,,8TX8
Slate River Airpark,Buckingham,US,,8VA1
Lotus International Airport,Buckingham,US,,8VA4
Flatwoods Airport,Lovingston,US,,8VA6
Buffalo Ridge Airport,Amherst,US,,8VG4
Flying B Airport,Rainier,US,,8WA0
Christensen Field,Royal City,US,,8WA6
Gossard Field,St John,US,,8WA7
Wood Airport,Wisconsin Dells,US,,8WI0
Dillenburg's Airport,Shawano,US,,8WI1
Runway Leasing Inc Nr 1 Airport,Plainfield,US,,8WI2
Runway Leasing Inc Nr 2 Airport,Plover,US,,8WI3
Wolf River Landing Strip,Black Creek,US,,8WI5
Funk Aerodrome,Luxemburg,US,,8WI6
Mave's Lakeview Road Airport,Ellison Bay,US,,8WN8
Talbott Field,Gerrardstown,US,,8WV8
Lazy T Ranch Airport,Ten Sleep,US,,8WY6
Yacht Club Airport,Hamilton,US,,8XA7
Bemaroy Airport,Pear Valley,US,,8XS0
Ayers Field,Bellevue,US,,8XS2
J A Knolle Airport,Sandia,US,,8XS3
Reese Airpark,Lubbock,US,REE,8XS8
Rust Field,Waring,US,,8XS9
Fowler's Airport,Linden,US,,90CA
Diamond M Ranch Airport,Elk Creek,US,,90CL
Paxton Airport,Okeechobee,US,,90FL
Missouri Valley Airport,Missouri Valley,US,,90IA
Mc Daniel's Field,Martinsville,US,,90IN
Sunset Strip Airpark,Topeka,US,,90KS
Sharp Field,Minden,US,,90LA
Zinck Airport,Rumford,US,,90ME
Bishman Airport,Princeton,US,,90MN
Steele Farms Airport,Hollandale,US,,90MS
Hopewell Airpark,Canandaigua,US,,90NY
Joe Cimprich Airport,Camden,US,,90OI
Rocky Point Airport,Sasakwa,US,,90OK
Adams Airport,Coneville,US,,90PA
Brandes Air Field 2 Airport,Sealy,US,,90TS
Wt Airpark,Waelder,US,,90TT
Callaghan Ranch Airport,Callaghan,US,,90TX
Hen & Bacon Airport,Orange,US,,90VA
Waldron Airstrip,East Sound,US,,90WA
Heritage Acres Airport,Laona,US,,90WI
Tg Farms Airport,New Berlin,US,,90XA
Flying Frog Field,Moreland,US,,91GA
Strietelmeier Flying Field,Columbus,US,,91IN
St Joseph's Landing Airport,St. Mary'S,US,,91KS
Koch Airport,Eunice,US,,91LA
Duclos Airport,Red Bud,US,,91LS
North Omaha Airport,Omaha,US,,91NE
Manitou Field,Spencerport,US,,91NY
Stine Field,Wooster,US,,91OH
The Flying Cowboy Airport,Altus,US,,91OK
Rhines Roost Airport,Canton,US,,91TA
Britts Crosswind Airport,Liberty Hill,US,,91TE
Songbird Ranch Airport,Rosharon,US,,91TS
Paisano Ranch Airport,Calliham,US,,91TX
Miller Airport,Bedford,US,,91VA
Christensen Bros Wahluke Strip,Mattawa,US,,91WA
Gottschalk Field,Nekoosa,US,,91WI
Riverview Airpark,Chelan,US,,91WT
Crosscut Field,Big Sandy,US,,91XA
Westlake Farms Airport,Stratford,US,,92CA
Moronis Airport,Meridian,US,,92CL
Lake Creek Ranch Airport,Hillside,US,,92CO
Midville International Airport,Midville,US,,92GE
H R Weisser Airport,Milford,US,,92IN
Pumpkin Field,Clay City,US,,92KY
Buzzport Airport,Passadumkeag,US,,92ME
Brutlag Farms Airport,Wendell,US,,92MN
Dbear Ranch Airport,Conner,US,,92MT
Parks Field,Smithville,US,,92MU
Flying B Farm Landing Strip,Kingwood Township,US,,92NJ
Bloecher Farm Airport,Strykersville,US,,92NY
Horning Farms Airstrip,Marlow,US,,92OK
Hawkins Field,Cooperstown,US,,92PA
Bartsch Airport,New Wilmington,US,,92PN
Macks Patch/Derrick Field,Aiken,US,,92SC
Drennan Farm Airport,Los Fresnos,US,,92TA
Chaney San Francisco Ranch Airport,Marathon,US,,92TE
New Quarter Farm Airport,Gloucester,US,,92VA
Knight Aire Airport,Merrill,US,,92WI
T R Funk Inc Airport,Raymondville,US,,92XS
Tyone Creek 907Au Camp Airport,Tyone Creek,US,,93AK
Inde Motorsports Ranch Airport,Willcox,US,,93AZ
Antelope Airpark,Lake George,US,,93CO
Lund Airport,Jewell,US,,93IA
Ronnebaum Airfield,Seneca,US,,93KS
Knollwood Farm Airport,Elkton,US,,93MD
Hoppe Sky Ranch Airport,Mankato,US,,93MN
Carr Creek Airport,Ellington,US,,93MO
Shelby Air Service Airport,Shelby,US,,93MS
Masonry Field,Bigfork,US,,93MT
Jantzen Airport,Coweta,US,,93OK
Mayhew Ranch Nr 1 Airport,Marathon,US,,93TE
Center Field,Gray,US,,93TN
Timberdoodle Airport,Amherst,US,,93VA
Scott Ranch Airport,Buffalo Springs,US,,93XA
Underline Ok Airport,Springtown,US,,93XS
Galloway Farms Airport,Gregory,US,,94AR
Stock Island Airport,Panama City,US,,94FA
Pine Shadows Airpark,Fort Myers,US,,94FL
Snow Hill Airstrip,Unadilla,US,,94GA
Furfaro Rla Airport,St Jacob,US,,94IL
Adams Pvt Airport,Royalton,US,,94IS
Clark Field,Macksville,US,,94KS
Woosley Airport,Rumsey,US,,94KY
Ag Spray Inc Airport,Barnesville,US,,94MN
Viking Airport,Raeford,US,,94NC
Tucker Farm Airport,Andover,US,,94NH
St Bernard Field,Union Springs,US,,94NY
Umpqua Rv Park Fly In Airport,Elkton,US,,94OR
Reece Field,San Angelo,US,,94TA
Hidden Springs Ranch Airport,Sulphur Springs,US,,94TS
River Bend Ranch Airport,Brady,US,,94TX
Wishkah River Ranch Airport,Aberdeen,US,,94WA
The Farm Airport,Mondovi,US,,94WI
Cole Ranch Airport,Victoria,US,,94XS
Brown's Homestead Airport,Big Lake,US,,95AK
Mann Ranch Airport,Rye,US,,95CO
Spirit Of Suwannee Airport,Live Oak,US,,95FA
South Point Airport,La Belle,US,,95FD
Mcintosh Field,Whitesburg,US,,95GA
Deer Creek Airport,Lewiston,US,,95ID
Henderson Airport,Rosiclare,US,,95IL
Jan Knipe Airport,Warsaw,US,,95IS
Fuller Airfield,Maple Hill,US,,95KS
Evad Enterprises Llc Airport,Luther,US,,95MI
Lightner Ranch Airport,Verdigre,US,,95NE
Cummings Airfield,Wales Center/Cowlesville/,US,,95NY
Barcus Field,Claremore,US,,95OK
Flournoy Valley Airport,Roseburg,US,,95OR
Thunder Creek Airport,Utopia,US,,95TA
Blue Ridge Field,Clarksville,US,,95TN
Rob Airport,Loving,US,,95TS
Chupadera Ranch Airport,Carrizo Springs,US,,95TX
Buck Hollar Airport,Danville,US,,95VA
Black Diamond Airport,Black Diamond,US,,95WA
Wisersky Airport,Stoughton,US,,95WI
Logan Airport,Bennet,US,,96CO
Citrus Hedging Ranch Airport,Okeechobee,US,,96FD
Wings Field,Williston,US,,96FL
3-M's Airport,Williamson,US,,96GA
Flying H Ranch Airport,Priest River,US,,96ID
Gerbick Airport,Lena,US,,96IL
Hildreth Air Park,Sidell,US,,96IS
Palmer Field,Glasco,US,,96KS
Woosley Field,Calhoun,US,,96KY
Powers Propair Service Airport,Laurel,US,,96MT
Green Airfield,St. James,US,,96MU
Riverbend Airport,Arcadia,US,,96NE
Millers Place Airport,Buffalo,US,,96OK
Cable Creek Ranch Airport,Ukiah,US,,96OR
Bodine Airport,Sterling City,US,,96TE
Mt Bakewell Airfield,Bakewell,US,,96TN
Bowen Lake Ranch Airport,Grand Saline,US,,96TS
Garrett Farms Airport,Danbury,US,,96TX
Beiter Airport,Ellensburg,US,,96VE
Jim & Julie's Airport,Everett,US,,96WA
Cedar Creek Ranch Airport,Saratoga,US,,96WY
Gnaws Farm Airport,Pecos,US,,96XA
High Ridge Association Airport,Palmer,US,,97AK
Zamora Airport,Woodland,US,,97CA
Love Field,Weirsdale,US,,97FL
B Tree Farms Airport,Gillsville,US,,97GA
Volkens Field,Carson,US,,97IA
Cabin Creek Landing Airport,Marion,US,,97MT
Bybee Field,Nyssa,US,,97OG
Hi Country No 2 Airport,Prairie City,US,,97OR
Kite Field,Jonesborough,US,,97TN
Gdap Air Ranch Airport,Willis,US,,97TS
San Pedro Ranch Airport,Carrizo Springs,US,,97TX
Singleton Airport,Warm Springs,US,,97VA
Basin City Airfield,Mesa,US,,97WA
North Fork Airport,Thorp,US,,97WI
